SCHOOL_YEAR,AGENCY_TYPE,CESA,COUNTY_CODE,COUNTY,CITY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,CHOICE_IND,DISTRICT_NAME,SCHOOL_NAME,LOW_GRADE,HIGH_GRADE,GRADE_LEVEL,GRADE_LEVEL_DESC,GROUP_BY,GROUP_BY_VALUE,STUDENT_COUNT
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,2,2,All Students,All Students,2
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,3,3,All Students,All Students,1
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,4,4,All Students,All Students,2
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,5,5,All Students,All Students,2
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,6,6,All Students,All Students,0
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,7,7,All Students,All Students,1
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,8,8,All Students,All Students,0
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,4
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,5
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,PK,Pre-kindergarten,All Students,All Students,4
2021-22,Private school,4,61,Trempealeau,Waumandee,154,3340,Elementary School,No,Arcadia,Saint Boniface Grade School,K4,8,All Grades,All Grades,All Students,All Students,23
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,All Grades,All Grades,All Students,All Students,591
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,1,1,All Students,All Students,11
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,2,2,All Students,All Students,15
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,3,3,All Students,All Students,16
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,4,4,All Students,All Students,9
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,5,5,All Students,All Students,20
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,6,6,All Students,All Students,19
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,7,7,All Students,All Students,13
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,8,8,All Students,All Students,19
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,9,9,All Students,All Students,94
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,10,10,All Students,All Students,106
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,11,11,All Students,All Students,102
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,12,12,All Students,All Students,122
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,18
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,12
2021-22,School District,1,67,Waukesha,,2450,,[All],,Arrowhead UHS,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,15
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,1,1,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,2,2,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,3,3,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,4,4,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,5,5,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,6,6,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,7,7,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,8,8,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,9,9,All Students,All Students,79
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,10,10,All Students,All Students,93
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,11,11,All Students,All Students,77
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,12,12,All Students,All Students,104
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,K4,4-year-old Kindergarten,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,KG,5-year-old Kindergarten,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,PK,Pre-kindergarten,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Hartland,2450,1214,High School,Yes,Arrowhead UHS,Lake Country Lutheran High,9,12,All Grades,All Grades,All Students,All Students,353
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,All Grades,All Grades,All Students,All Students,238
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,1,1,All Students,All Students,11
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,2,2,All Students,All Students,15
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,3,3,All Students,All Students,16
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,4,4,All Students,All Students,9
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,5,5,All Students,All Students,20
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,6,6,All Students,All Students,19
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,7,7,All Students,All Students,13
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,8,8,All Students,All Students,19
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,9,9,All Students,All Students,15
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,10,10,All Students,All Students,13
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,11,11,All Students,All Students,25
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,12,12,All Students,All Students,18
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,K4,4-year-old Kindergarten,All Students,All Students,18
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,KG,5-year-old Kindergarten,All Students,All Students,12
2021-22,Private school,1,67,Waukesha,Hartland,2450,8600,Combined Elementary/Secondary School,No,Arrowhead UHS,University Lake School,K4,12,PK,Pre-kindergarten,All Students,All Students,15
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,1,1,All Students,All Students,14
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,2,2,All Students,All Students,14
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,3,3,All Students,All Students,10
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,4,4,All Students,All Students,9
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,5,5,All Students,All Students,15
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,6,6,All Students,All Students,5
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,7,7,All Students,All Students,12
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,8,8,All Students,All Students,6
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,9,9,All Students,All Students,0
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,10,10,All Students,All Students,0
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,11,11,All Students,All Students,0
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,12,12,All Students,All Students,0
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,14
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,15
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,10
2021-22,School District,12,2,Ashland,,170,,[All],,Ashland,[Districtwide],,,All Grades,All Grades,All Students,All Students,124
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,All Grades,All Grades,All Students,All Students,124
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,1,1,All Students,All Students,14
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,2,2,All Students,All Students,14
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,3,3,All Students,All Students,10
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,4,4,All Students,All Students,9
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,5,5,All Students,All Students,15
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,6,6,All Students,All Students,5
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,7,7,All Students,All Students,12
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,8,8,All Students,All Students,6
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,14
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,15
2021-22,Private school,12,2,Ashland,Ashland,170,2215,Elementary School,Yes,Ashland,Our Lady of the Lake Catholic School,K4,8,PK,Pre-kindergarten,All Students,All Students,10
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,1,1,All Students,All Students,6
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,2,2,All Students,All Students,7
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,3,3,All Students,All Students,10
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,4,4,All Students,All Students,6
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,5,5,All Students,All Students,10
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,6,6,All Students,All Students,12
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,7,7,All Students,All Students,3
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,8,8,All Students,All Students,3
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,9,9,All Students,All Students,0
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,10,10,All Students,All Students,0
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,11,11,All Students,All Students,0
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,12,12,All Students,All Students,0
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,76
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,28
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,97
2021-22,School District,7,5,Brown,,182,,[All],,Ashwaubenon,[Districtwide],,,All Grades,All Grades,All Students,All Students,258
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,All Grades,All Grades,All Students,All Students,150
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,1,1,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,2,2,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,3,3,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,4,4,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,5,5,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,6,6,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,7,7,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,8,8,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,9,9,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,10,10,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,11,11,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,12,12,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,K4,4-year-old Kindergarten,All Students,All Students,55
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,KG,5-year-old Kindergarten,All Students,All Students,13
2021-22,Private school,7,5,Brown,Green Bay,182,1697,Elementary School,No,Ashwaubenon,Royal Montessori Academy Cormier Road,K4,KG,PK,Pre-kindergarten,All Students,All Students,82
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,All Grades,All Grades,All Students,All Students,108
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,1,1,All Students,All Students,6
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,2,2,All Students,All Students,7
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,3,3,All Students,All Students,10
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,4,4,All Students,All Students,6
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,5,5,All Students,All Students,10
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,6,6,All Students,All Students,12
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,7,7,All Students,All Students,3
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,8,8,All Students,All Students,3
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,21
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,15
2021-22,Private school,7,5,Brown,Green Bay,182,1508,Elementary School,No,Ashwaubenon,Saint Joseph School,K4,8,PK,Pre-kindergarten,All Students,All Students,15
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,1,1,All Students,All Students,14
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,2,2,All Students,All Students,15
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,3,3,All Students,All Students,13
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,4,4,All Students,All Students,14
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,5,5,All Students,All Students,10
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,6,6,All Students,All Students,7
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,7,7,All Students,All Students,9
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,8,8,All Students,All Students,7
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,9,9,All Students,All Students,0
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,10,10,All Students,All Students,0
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,11,11,All Students,All Students,0
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,12,12,All Students,All Students,0
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,4
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,13
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,5
2021-22,School District,9,37,Marathon,,196,,[All],,Athens,[Districtwide],,,All Grades,All Grades,All Students,All Students,111
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,All Grades,All Grades,All Students,All Students,57
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,1,1,All Students,All Students,6
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,2,2,All Students,All Students,7
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,3,3,All Students,All Students,7
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,4,4,All Students,All Students,8
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,5,5,All Students,All Students,7
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,6,6,All Students,All Students,2
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,7,7,All Students,All Students,6
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,8,8,All Students,All Students,4
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,5
2021-22,Private school,9,37,Marathon,Athens,196,3050,Elementary School,Yes,Athens,Saint Anthony de Padua Catholic School,K4,8,PK,Pre-kindergarten,All Students,All Students,5
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,1,1,All Students,All Students,8
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,2,2,All Students,All Students,8
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,3,3,All Students,All Students,6
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,4,4,All Students,All Students,6
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,5,5,All Students,All Students,3
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,6,6,All Students,All Students,5
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,7,7,All Students,All Students,3
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,8,8,All Students,All Students,3
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,4
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,8
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,PK,Pre-kindergarten,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Athens,196,8380,Elementary School,Yes,Athens,Trinity Lutheran School,K4,8,All Grades,All Grades,All Students,All Students,54
2021-22,School District,10,18,Eau Claire,,217,,[All],,Augusta,[Districtwide],,,All Grades,All Grades,All Students,All Students,40
